PassengerId,Survived,Pclass,Sex_Encoded,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Age_Z,Fare_Z,SibSp_Z,Parch_Z
57,1,2,0,21.0,0.0,0,10.5,0,1,-0.665940389957923,-0.6614130309198635,-0.6021737566273045,
58,0,3,1,28.5,0.0,0,7.2292,0,0,-0.0446718354564822,-0.8211073948057919,-0.6021737566273045,
59,1,2,0,5.0,1.0,0,27.75,0,1,-1.9913133062276636,0.18080531842349742,0.8097652358856646,
60,0,3,1,11.0,2.5,0,46.9,0,1,-1.4942984626265108,1.1157897468249676,2.927673724655119,
61,0,3,1,22.0,0.0,0,7.2292,0,0,-0.5831045826910642,-0.8211073948057919,-0.6021737566273045,
62,1,1,0,38.0,0.0,0,65.6344,0,1,0.7422683335786762,2.03048281603878,-0.6021737566273045,
63,0,1,1,45.0,1.0,0,65.6344,0,1,1.3221189844466876,2.03048281603878,0.8097652358856646,
64,0,3,1,4.0,2.5,0,27.9,0,1,-2.074149113494522,0.1881289562438744,2.927673724655119,
65,0,1,1,28.0,0.0,0,27.7208,0,0,-0.08608973908991159,0.17937965026113073,-0.6021737566273045,
66,1,3,1,28.0,1.0,0,15.2458,0,0,-0.08608973908991159,-0.42970289513356075,0.8097652358856646,
67,1,2,0,29.0,0.0,0,10.5,0,1,-0.0032539318230528085,-0.6614130309198635,-0.6021737566273045,
68,0,3,1,19.0,0.0,0,8.1583,0,1,-0.8316120044916406,-0.7757447821463763,-0.6021737566273045,
69,1,3,0,17.0,2.5,0,7.925,0,1,-0.9972836190253581,-0.7871354801696694,2.927673724655119,
70,0,3,1,26.0,2.0,0,8.6625,0,1,-0.2517613536236291,-0.7511275942194823,2.2217042283986337,
71,0,2,1,32.0,0.0,0,10.5,0,1,0.24525348997752353,-0.6614130309198635,-0.6021737566273045,
72,0,3,0,16.0,2.5,0,46.9,0,1,-1.080119426292217,1.1157897468249676,2.927673724655119,
73,0,2,1,21.0,0.0,0,65.6344,0,1,-0.665940389957923,2.03048281603878,-0.6021737566273045,
74,0,3,1,26.0,1.0,0,14.4542,0,0,-0.2517613536236291,-0.46835217312429717,0.8097652358856646,
75,1,3,1,32.0,0.0,0,56.4958,0,1,0.24525348997752353,1.5842975054701287,-0.6021737566273045,
76,0,3,1,25.0,0.0,0,7.65,0,1,-0.3345971608904879,-0.8005621495070273,-0.6021737566273045,
77,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
78,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
79,1,2,1,2.5,0.0,0,29.0,0,1,-2.1984028243948104,0.24183563359330618,-0.6021737566273045,
80,1,3,0,30.0,0.0,0,12.475,0,1,0.07958187544380597,-0.5649851329515656,-0.6021737566273045,
81,0,3,1,22.0,0.0,0,9.0,0,1,-0.5831045826910642,-0.734649409123634,-0.6021737566273045,
82,1,3,1,29.0,0.0,0,9.5,0,1,-0.0032539318230528085,-0.7102372830557104,-0.6021737566273045,
83,1,3,0,28.0,0.0,0,7.7875,1,0,-0.08608973908991159,-0.7938488148383486,-0.6021737566273045,
84,0,1,1,28.0,0.0,0,47.1,0,1,-0.08608973908991159,1.125554597252137,-0.6021737566273045,
85,1,2,0,17.0,0.0,0,10.5,0,1,-0.9972836190253581,-0.6614130309198635,-0.6021737566273045,
86,1,3,0,33.0,2.5,0,15.85,0,1,0.3280892972443823,-0.40020328199308197,2.927673724655119,
87,0,3,1,16.0,1.0,0,34.375,0,1,-1.080119426292217,0.5042659888234838,0.8097652358856646,
88,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
89,1,1,0,23.0,2.5,0,65.6344,0,1,-0.5002687754242054,2.03048281603878,2.927673724655119,
90,0,3,1,24.0,0.0,0,8.05,0,1,-0.4174329681573467,-0.7810324486526885,-0.6021737566273045,
91,0,3,1,29.0,0.0,0,8.05,0,1,-0.0032539318230528085,-0.7810324486526885,-0.6021737566273045,
92,0,3,1,20.0,0.0,0,7.8542,0,1,-0.7487761972247818,-0.7905922372208875,-0.6021737566273045,
93,0,1,1,46.0,1.0,0,61.175,0,1,1.4049547917135463,1.8127559460641836,0.8097652358856646,
94,0,3,1,26.0,1.0,0,20.575,0,1,-0.2517613536236291,-0.16950869065120489,0.8097652358856646,
95,0,3,1,54.5,0.0,0,7.25,0,1,2.109059153481846,-0.8200918503613662,-0.6021737566273045,
96,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
97,0,1,1,54.5,0.0,0,34.6542,0,0,2.109059153481846,0.5178977200198125,-0.6021737566273045,
98,1,1,1,23.0,0.0,0,63.3583,0,0,-0.5002687754242054,1.9193539357523786,-0.6021737566273045,
99,1,2,0,34.0,0.0,0,23.0,0,1,0.4109251045112411,-0.05110987922177585,-0.6021737566273045,
100,0,2,1,34.0,1.0,0,26.0,0,1,0.4109251045112411,0.09536287718576517,0.8097652358856646,
101,0,3,0,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
102,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
103,0,1,1,21.0,0.0,0,65.6344,0,1,-0.665940389957923,2.03048281603878,-0.6021737566273045,
104,0,3,1,33.0,0.0,0,8.6542,0,1,0.3280892972443823,-0.7515328355122098,-0.6021737566273045,
105,0,3,1,37.0,2.0,0,7.925,0,1,0.6594325263118174,-0.7871354801696694,2.2217042283986337,
106,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
107,1,3,0,21.0,0.0,0,7.65,0,1,-0.665940389957923,-0.8005621495070273,-0.6021737566273045,
108,1,3,1,28.0,0.0,0,7.775,0,1,-0.08608973908991159,-0.7944591179900464,-0.6021737566273045,
109,0,3,1,38.0,0.0,0,7.8958,0,1,0.7422683335786762,-0.7885611483320362,-0.6021737566273045,
110,1,3,0,28.0,1.0,0,24.15,1,0,-0.08608973908991159,0.005038010734448137,0.8097652358856646,
111,0,1,1,47.0,0.0,0,52.0,0,1,1.4877905989804052,1.3647934327177873,-0.6021737566273045,
112,0,3,0,14.5,1.0,0,14.4542,0,0,-1.204373137192505,-0.46835217312429717,0.8097652358856646,
113,0,3,1,22.0,0.0,0,8.05,0,1,-0.5831045826910642,-0.7810324486526885,-0.6021737566273045,
114,0,3,0,20.0,1.0,0,9.825,0,1,-0.7487761972247818,-0.6943694011115602,0.8097652358856646,
115,0,3,0,17.0,0.0,0,14.4583,0,0,-0.9972836190253581,-0.4681519936905402,-0.6021737566273045,
116,0,3,1,21.0,0.0,0,7.925,0,1,-0.665940389957923,-0.7871354801696694,-0.6021737566273045,
117,0,3,1,54.5,0.0,0,7.75,1,0,2.109059153481846,-0.7956797242934427,-0.6021737566273045,
118,0,2,1,29.0,1.0,0,21.0,0,1,-0.0032539318230528085,-0.14875838349346987,0.8097652358856646,
119,0,1,1,24.0,0.0,0,65.6344,0,0,-0.4174329681573467,2.03048281603878,-0.6021737566273045,
120,0,3,0,2.5,2.5,0,31.275,0,1,-2.1984028243948104,0.35291080720235807,2.927673724655119,
121,0,2,1,21.0,2.0,0,65.6344,0,1,-0.665940389957923,2.03048281603878,2.2217042283986337,
122,0,3,1,28.0,0.0,0,8.05,0,1,-0.08608973908991159,-0.7810324486526885,-0.6021737566273045,
123,0,2,1,32.5,1.0,0,30.0708,0,0,0.2866713936109529,0.2941166427803711,0.8097652358856646,
124,1,2,0,32.5,0.0,0,13.0,0,1,0.2866713936109529,-0.5393524005802459,-0.6021737566273045,
125,0,1,1,54.0,0.0,0,65.6344,0,1,2.0676412498484167,2.03048281603878,-0.6021737566273045,
126,1,3,1,12.0,1.0,0,11.2417,0,0,-1.411462655359652,-0.6252000831107057,0.8097652358856646,
127,0,3,1,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
128,1,3,1,24.0,0.0,0,7.1417,0,1,-0.4174329681573467,-0.8253795168676784,-0.6021737566273045,
129,1,3,0,28.0,1.0,0,22.3583,0,0,-0.08608973908991159,-0.08244040181734888,0.8097652358856646,
130,0,3,1,45.0,0.0,0,6.975,0,1,1.3221189844466876,-0.8335185196987243,-0.6021737566273045,
131,0,3,1,33.0,0.0,0,7.8958,0,0,0.3280892972443823,-0.7885611483320362,-0.6021737566273045,
132,0,3,1,20.0,0.0,0,7.05,0,1,-0.7487761972247818,-0.8298567007885356,-0.6021737566273045,
133,0,3,0,47.0,1.0,0,14.5,0,1,1.4877905989804052,-0.4661160223764754,0.8097652358856646,
134,1,2,0,29.0,1.0,0,26.0,0,1,-0.0032539318230528085,0.09536287718576517,0.8097652358856646,
135,0,2,1,25.0,0.0,0,13.0,0,1,-0.3345971608904879,-0.5393524005802459,-0.6021737566273045,
136,0,2,1,23.0,0.0,0,15.0458,0,0,-0.5002687754242054,-0.4394677455607301,-0.6021737566273045,
137,1,1,0,19.0,0.0,0,26.2833,0,1,-0.8316120044916406,0.10919478781585065,-0.6021737566273045,
138,0,1,1,37.0,1.0,0,53.1,0,1,0.6594325263118174,1.4185001100672192,0.8097652358856646,
139,0,3,1,16.0,0.0,0,9.2167,0,1,-1.080119426292217,-0.7240691936857959,-0.6021737566273045,
140,0,1,1,24.0,0.0,0,65.6344,0,0,-0.4174329681573467,2.03048281603878,-0.6021737566273045,
141,0,3,0,28.0,0.0,0,15.2458,0,0,-0.08608973908991159,-0.42970289513356075,-0.6021737566273045,
142,1,3,0,22.0,0.0,0,7.75,0,1,-0.5831045826910642,-0.7956797242934427,-0.6021737566273045,
143,1,3,0,24.0,1.0,0,15.85,0,1,-0.4174329681573467,-0.40020328199308197,0.8097652358856646,
144,0,3,1,19.0,0.0,0,6.75,1,0,-0.8316120044916406,-0.8445039764292896,-0.6021737566273045,
145,0,2,1,18.0,0.0,0,11.5,0,1,-0.9144478117584993,-0.6125887787840164,-0.6021737566273045,
146,0,2,1,19.0,1.0,0,36.75,0,1,-0.8316120044916406,0.6202235876461205,0.8097652358856646,
147,1,3,1,27.0,0.0,0,7.7958,0,1,-0.16892554635677037,-0.7934435735456209,-0.6021737566273045,
148,0,3,0,9.0,2.0,0,34.375,0,1,-1.6599700771602284,0.5042659888234838,2.2217042283986337,
149,0,2,1,36.5,0.0,0,26.0,0,1,0.618014622678388,0.09536287718576517,-0.6021737566273045,
150,0,2,1,42.0,0.0,0,13.0,0,1,1.0736115626461114,-0.5393524005802459,-0.6021737566273045,
151,0,2,1,51.0,0.0,0,12.525,0,1,1.8191338280478402,-0.5625439203447732,-0.6021737566273045,
152,1,1,0,22.0,1.0,0,65.6344,0,1,-0.5831045826910642,2.03048281603878,0.8097652358856646,
153,0,3,1,54.5,0.0,0,8.05,0,1,2.109059153481846,-0.7810324486526885,-0.6021737566273045,
154,0,3,1,40.5,0.0,0,14.5,0,1,0.9493578517458231,-0.4661160223764754,-0.6021737566273045,
155,0,3,1,28.0,0.0,0,7.3125,0,1,-0.08608973908991159,-0.8170403346028757,-0.6021737566273045,
156,0,1,1,51.0,0.0,0,61.3792,0,0,1.8191338280478402,1.8227258583503236,-0.6021737566273045,
157,1,3,0,16.0,0.0,0,7.7333,1,0,-1.080119426292217,-0.7964950893041114,-0.6021737566273045,
158,0,3,1,30.0,0.0,0,8.05,0,1,0.07958187544380597,-0.7810324486526885,-0.6021737566273045,
159,0,3,1,28.0,0.0,0,8.6625,0,1,-0.08608973908991159,-0.7511275942194823,-0.6021737566273045,
160,0,3,1,28.0,2.5,0,65.6344,0,1,-0.08608973908991159,2.03048281603878,2.927673724655119,
161,0,3,1,44.0,0.0,0,16.1,0,1,1.239283177179829,-0.38799721895912015,-0.6021737566273045,
162,1,2,0,40.0,0.0,0,15.75,0,1,0.9079399481123938,-0.40508570720666665,-0.6021737566273045,
163,0,3,1,26.0,0.0,0,7.775,0,1,-0.2517613536236291,-0.7944591179900464,-0.6021737566273045,
164,0,3,1,17.0,0.0,0,8.6625,0,1,-0.9972836190253581,-0.7511275942194823,-0.6021737566273045,
165,0,3,1,2.5,2.5,0,39.6875,0,1,-2.1984028243948104,0.7636448282951711,2.927673724655119,
166,1,3,1,9.0,0.0,0,20.525,0,1,-1.6599700771602284,-0.17194990325799725,-0.6021737566273045,
167,1,1,0,28.0,0.0,0,55.0,0,1,-0.08608973908991159,1.5112661891253283,-0.6021737566273045,
168,0,3,0,45.0,1.0,0,27.9,0,1,1.3221189844466876,0.1881289562438744,0.8097652358856646,
169,0,1,1,28.0,0.0,0,25.925,0,1,-0.08608973908991159,0.09170105827557667,-0.6021737566273045,
170,0,3,1,28.0,0.0,0,56.4958,0,1,-0.08608973908991159,1.5842975054701287,-0.6021737566273045,
171,0,1,1,54.5,0.0,0,33.5,0,1,2.109059153481846,0.4615447682046177,-0.6021737566273045,
172,0,3,1,4.0,2.5,0,29.125,1,0,-2.074149113494522,0.24793866511028706,2.927673724655119,
173,1,3,0,2.5,1.0,0,11.1333,0,1,-2.1984028243948104,-0.6304926320422315,0.8097652358856646,
174,0,3,1,21.0,0.0,0,7.925,0,1,-0.665940389957923,-0.7871354801696694,-0.6021737566273045,
175,0,1,1,54.5,0.0,0,30.6958,0,0,2.109059153481846,0.32463180036527545,-0.6021737566273045,
176,0,3,1,18.0,1.0,0,7.8542,0,1,-0.9144478117584993,-0.7905922372208875,0.8097652358856646,
177,0,3,1,28.0,2.5,0,25.4667,0,1,-0.08608973908991159,0.06932490352171793,2.927673724655119,
178,0,1,0,50.0,0.0,0,28.7125,0,0,1.7362980207809815,0.2277986611042501,-0.6021737566273045,
179,0,2,1,30.0,0.0,0,13.0,0,1,0.07958187544380597,-0.5393524005802459,-0.6021737566273045,
180,0,3,1,36.0,0.0,0,0.0,0,1,0.5765967190449587,-1.174067678346257,-0.6021737566273045,
181,0,3,0,28.0,2.5,0,65.6344,0,1,-0.08608973908991159,2.03048281603878,2.927673724655119,
182,0,2,1,28.0,0.0,0,15.05,0,0,-0.08608973908991159,-0.4392626837017595,-0.6021737566273045,
183,0,3,1,9.0,2.5,0,31.3875,0,1,-1.6599700771602284,0.3584035355676409,2.927673724655119,
184,1,2,1,2.5,2.0,0,39.0,0,1,-2.1984028243948104,0.7300781549517762,2.2217042283986337,
185,1,3,0,4.0,0.0,0,22.025,0,1,-2.074149113494522,-0.09871352505422674,-0.6021737566273045,
186,0,1,1,28.0,0.0,0,50.0,0,1,-0.08608973908991159,1.2671449284460934,-0.6021737566273045,
187,1,3,0,28.0,1.0,0,15.5,1,0,-0.08608973908991159,-0.4172917702406284,0.8097652358856646,
188,1,1,1,45.0,0.0,0,26.55,0,1,1.3221189844466876,0.12221621586048105,-0.6021737566273045,
189,0,3,1,40.0,1.0,0,15.5,1,0,0.9079399481123938,-0.4172917702406284,0.8097652358856646,
190,0,3,1,36.0,0.0,0,7.8958,0,1,0.5765967190449587,-0.7885611483320362,-0.6021737566273045,
191,1,2,0,32.0,0.0,0,13.0,0,1,0.24525348997752353,-0.5393524005802459,-0.6021737566273045,
192,0,2,1,19.0,0.0,0,13.0,0,1,-0.8316120044916406,-0.5393524005802459,-0.6021737566273045,
193,1,3,0,19.0,1.0,0,7.8542,0,1,-0.8316120044916406,-0.7905922372208875,0.8097652358856646,
194,1,2,1,3.0,1.0,0,26.0,0,1,-2.156984920761381,0.09536287718576517,0.8097652358856646,
195,1,1,0,44.0,0.0,0,27.7208,0,0,1.239283177179829,0.17937965026113073,-0.6021737566273045,
196,1,1,0,54.5,0.0,0,65.6344,0,0,2.109059153481846,2.03048281603878,-0.6021737566273045,
197,0,3,1,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
198,0,3,1,42.0,0.0,0,8.4042,0,1,1.0736115626461114,-0.7637388985461716,-0.6021737566273045,
199,1,3,0,28.0,0.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,-0.6021737566273045,
200,0,2,0,24.0,0.0,0,13.0,0,1,-0.4174329681573467,-0.5393524005802459,-0.6021737566273045,
201,0,3,1,28.0,0.0,0,9.5,0,1,-0.08608973908991159,-0.7102372830557104,-0.6021737566273045,
202,0,3,1,28.0,2.5,0,65.6344,0,1,-0.08608973908991159,2.03048281603878,2.927673724655119,
203,0,3,1,34.0,0.0,0,6.4958,0,1,0.4109251045112411,-0.856915101322222,-0.6021737566273045,
204,0,3,1,45.5,0.0,0,7.225,0,0,1.363536888080117,-0.8213124566647625,-0.6021737566273045,
205,1,3,1,18.0,0.0,0,8.05,0,1,-0.9144478117584993,-0.7810324486526885,-0.6021737566273045,
206,0,3,0,2.5,0.0,0,10.4625,0,1,-2.1984028243948104,-0.6632439403749577,-0.6021737566273045,
207,0,3,1,32.0,1.0,0,15.85,0,1,0.24525348997752353,-0.40020328199308197,0.8097652358856646,
208,1,3,1,26.0,0.0,0,18.7875,0,0,-0.2517613536236291,-0.2567820413440313,-0.6021737566273045,
209,1,3,0,16.0,0.0,0,7.75,1,0,-1.080119426292217,-0.7956797242934427,-0.6021737566273045,
210,1,1,1,40.0,0.0,0,31.0,0,0,0.9079399481123938,0.3394841378650002,-0.6021737566273045,
211,0,3,1,24.0,0.0,0,7.05,0,1,-0.4174329681573467,-0.8298567007885356,-0.6021737566273045,
212,1,2,0,35.0,0.0,0,21.0,0,1,0.49376091177809983,-0.14875838349346987,-0.6021737566273045,
213,0,3,1,22.0,0.0,0,7.25,0,1,-0.5831045826910642,-0.8200918503613662,-0.6021737566273045,
214,0,2,1,30.0,0.0,0,13.0,0,1,0.07958187544380597,-0.5393524005802459,-0.6021737566273045,
215,0,3,1,28.0,1.0,0,7.75,1,0,-0.08608973908991159,-0.7956797242934427,0.8097652358856646,
216,1,1,0,31.0,1.0,0,65.6344,0,0,0.16241768271066476,2.03048281603878,0.8097652358856646,
217,1,3,0,27.0,0.0,0,7.925,0,1,-0.16892554635677037,-0.7871354801696694,-0.6021737566273045,
218,0,2,1,42.0,1.0,0,27.0,0,1,1.0736115626461114,0.14418712932161218,0.8097652358856646,
219,1,1,0,32.0,0.0,0,65.6344,0,0,0.24525348997752353,2.03048281603878,-0.6021737566273045,
220,0,2,1,30.0,0.0,0,10.5,0,1,0.07958187544380597,-0.6614130309198635,-0.6021737566273045,
221,1,3,1,16.0,0.0,0,8.05,0,1,-1.080119426292217,-0.7810324486526885,-0.6021737566273045,
222,0,2,1,27.0,0.0,0,13.0,0,1,-0.16892554635677037,-0.5393524005802459,-0.6021737566273045,
223,0,3,1,51.0,0.0,0,8.05,0,1,1.8191338280478402,-0.7810324486526885,-0.6021737566273045,
224,0,3,1,28.0,0.0,0,7.8958,0,1,-0.08608973908991159,-0.7885611483320362,-0.6021737566273045,
225,1,1,1,38.0,1.0,0,65.6344,0,1,0.7422683335786762,2.03048281603878,0.8097652358856646,
226,0,3,1,22.0,0.0,0,9.35,0,1,-0.5831045826910642,-0.7175609208760875,-0.6021737566273045,
227,1,2,1,19.0,0.0,0,10.5,0,1,-0.8316120044916406,-0.6614130309198635,-0.6021737566273045,
228,0,3,1,20.5,0.0,0,7.25,0,1,-0.7073582935913524,-0.8200918503613662,-0.6021737566273045,
229,0,2,1,18.0,0.0,0,13.0,0,1,-0.9144478117584993,-0.5393524005802459,-0.6021737566273045,
230,0,3,0,28.0,2.5,0,25.4667,0,1,-0.08608973908991159,0.06932490352171793,2.927673724655119,
231,1,1,0,35.0,1.0,0,65.6344,0,1,0.49376091177809983,2.03048281603878,0.8097652358856646,
232,0,3,1,29.0,0.0,0,7.775,0,1,-0.0032539318230528085,-0.7944591179900464,-0.6021737566273045,
233,0,2,1,54.5,0.0,0,13.5,0,1,2.109059153481846,-0.5149402745123224,-0.6021737566273045,
234,1,3,0,5.0,2.5,0,31.3875,0,1,-1.9913133062276636,0.3584035355676409,2.927673724655119,
235,0,2,1,24.0,0.0,0,10.5,0,1,-0.4174329681573467,-0.6614130309198635,-0.6021737566273045,
236,0,3,0,28.0,0.0,0,7.55,0,1,-0.08608973908991159,-0.805444574720612,-0.6021737566273045,
237,0,2,1,44.0,1.0,0,26.0,0,1,1.239283177179829,0.09536287718576517,0.8097652358856646,
238,1,2,0,8.0,0.0,0,26.25,0,1,-1.742805884427087,0.10756894021972692,-0.6021737566273045,
239,0,2,1,19.0,0.0,0,10.5,0,1,-0.8316120044916406,-0.6614130309198635,-0.6021737566273045,
240,0,2,1,33.0,0.0,0,12.275,0,1,0.3280892972443823,-0.574749983378735,-0.6021737566273045,
241,0,3,0,28.0,1.0,0,14.4542,0,0,-0.08608973908991159,-0.46835217312429717,0.8097652358856646,
242,1,3,0,28.0,1.0,0,15.5,1,0,-0.08608973908991159,-0.4172917702406284,0.8097652358856646,
243,0,2,1,29.0,0.0,0,10.5,0,1,-0.0032539318230528085,-0.6614130309198635,-0.6021737566273045,
244,0,3,1,22.0,0.0,0,7.125,0,1,-0.5831045826910642,-0.8261948818783471,-0.6021737566273045,
245,0,3,1,30.0,0.0,0,7.225,0,0,0.07958187544380597,-0.8213124566647625,-0.6021737566273045,
246,0,1,1,44.0,2.0,0,65.6344,1,0,1.239283177179829,2.03048281603878,2.2217042283986337,
